居酒屋,23.300970873786408
バー,8.89967637540453
カフェ,8.414239482200648
焼鳥,5.6634304207119746
ラーメン,4.854368932038835
中華料理,4.368932038834951
イタリアン,4.368932038834951
喫茶店,4.207119741100324
その他,4.0453074433656955
ダイニングバー,4.0453074433656955
寿司,3.8834951456310676
魚介料理・海鮮料理,3.559870550161812
日本酒バー,3.559870550161812
割烹・小料理,3.3980582524271843
焼肉,3.074433656957929
定食・食堂,3.074433656957929
和食（その他）,3.074433656957929
バル・バール,2.4271844660194173
デリカテッセン,2.26537216828479
弁当,2.103559870550162
ケーキ,2.103559870550162
和菓子,2.103559870550162
ワインバー,2.103559870550162
パスタ,1.9417475728155338
バー・お酒（その他）,1.9417475728155338
鳥料理,1.9417475728155338
餃子,1.9417475728155338
コーヒー専門店,1.9417475728155338
パン,1.9417475728155338
そば,1.9417475728155338
カフェ・喫茶（その他）,1.779935275080906
創作料理,1.6181229773462782
つけ麺,1.4563106796116505
カレーライス,1.4563106796116505
ホルモン,1.4563106796116505
おでん,1.2944983818770228
郷土料理（その他）,1.2944983818770228
韓国料理,1.2944983818770228
インド料理,1.132686084142395
串揚げ・串かつ,1.132686084142395
うどん,1.132686084142395
居酒屋・ダイニングバー（その他）,1.132686084142395
インドカレー,1.132686084142395
甘味処,0.9708737864077669
ビアバー,0.9708737864077669
ピザ,0.9708737864077669
洋食,0.9708737864077669
ネパール料理,0.9708737864077669
たこ焼き,0.8090614886731391
スペイン料理,0.8090614886731391
コロッケ・フライ,0.8090614886731391
フレンチ,0.8090614886731391
お好み焼き,0.8090614886731391
牛丼,0.6472491909385114
レストラン（その他）,0.6472491909385114
天ぷら,0.6472491909385114
タイ料理,0.6472491909385114
からあげ,0.6472491909385114
ハンバーグ,0.6472491909385114
立ち飲み居酒屋・バー,0.6472491909385114
懐石・会席料理,0.6472491909385114
焼きとん,0.6472491909385114
ビストロ,0.6472491909385114
アジア・エスニック料理（その他）,0.6472491909385114
ステーキ,0.6472491909385114
洋菓子（その他）,0.6472491909385114
おにぎり,0.48543689320388345
洋食・欧風料理（その他）,0.48543689320388345
サンドイッチ,0.48543689320388345
北京料理,0.48543689320388345
炭火焼き,0.48543689320388345
ハンバーガー,0.48543689320388345
沖縄そば,0.48543689320388345
沖縄料理,0.48543689320388345
無国籍料理,0.48543689320388345
串焼き,0.48543689320388345
お好み焼き・たこ焼き（その他）,0.48543689320388345
もんじゃ焼き,0.48543689320388345
とんかつ,0.48543689320388345
もつ鍋,0.48543689320388345
ふぐ,0.48543689320388345
ファミレス,0.48543689320388345
日本茶専門店,0.48543689320388345
天丼・天重,0.48543689320388345
大福,0.3236245954692557
担々麺,0.3236245954692557
西洋各国料理（その他）,0.3236245954692557
パン・サンドイッチ（その他）,0.3236245954692557
ろばた焼き,0.3236245954692557
釜飯,0.3236245954692557
牛料理,0.3236245954692557
旅館・オーベルジュ（その他）,0.3236245954692557
かき氷,0.3236245954692557
どら焼き,0.3236245954692557
天ぷら・揚げ物（その他）,0.3236245954692557
バイキング,0.3236245954692557
メキシコ料理,0.3236245954692557
スポーツバー,0.3236245954692557
うなぎ,0.3236245954692557
ちゃんこ鍋,0.16181229773462785
スイーツ（その他）,0.16181229773462785
豚料理,0.16181229773462785
スープ,0.16181229773462785
中華麺（その他）,0.16181229773462785
パンケーキ,0.16181229773462785
ジュースバー,0.16181229773462785
カレー（その他）,0.16181229773462785
欧風カレー,0.16181229773462785
ハワイ料理,0.16181229773462785
しゃぶしゃぶ,0.16181229773462785
海鮮丼,0.16181229773462785
油そば,0.16181229773462785
たい焼き・大判焼き,0.16181229773462785
オイスターバー,0.16181229773462785
中国鍋・火鍋,0.16181229773462785
タイスキ,0.16181229773462785
四川料理,0.16181229773462785
京料理,0.16181229773462785
すき焼き,0.16181229773462785
鉄板焼き,0.16181229773462785
そば・うどん・麺類（その他）,0.16181229773462785
紅茶専門店,0.16181229773462785
親子丼,0.16181229773462785
西アジア料理（その他）,0.16181229773462785
冷麺,0.16181229773462785
上海料理,0.16181229773462785
中国茶専門店,0.16181229773462785
鍋（その他）,0.16181229773462785
ドーナツ,0.16181229773462785
マカロン,0.16181229773462785
韓国鍋,0.16181229773462785
明石焼き,0.16181229773462785
回転寿司,0.16181229773462785
アイスクリーム,0.16181229773462785
せんべい,0.16181229773462785
焼酎バー,0.16181229773462785
その他肉料理,0.16181229773462785
トルコ料理,0.16181229773462785
ブラジル料理,0.16181229773462785
タイカレー,0.16181229773462785
豚しゃぶ,0.16181229773462785
地中海料理,0.16181229773462785
牛タン,0.16181229773462785
